Number,X,Y,eval,real,Punctual_Abs_Error,Punctual_Rel_Error_%
1,0.42,-0.516,-314.071,48.278176,362.34917600000006,750.544461331762
2,0.75,1.38,-77.348,66.89312499999998,144.24112499999998,215.6292219865644
3,0.68,1.2,-161.897,54.50777599999998,216.40477599999997,397.0163376322675
4,0.6,-0.26,-399.762,38.6,438.362,1135.6528497409327
5,0.708,-0.312,-344.54,66.2250973696,410.7650973696,620.2559357174428
6,-0.188,0.2,-277.294,4.122503833600001,281.41650383359996,6826.349111914624
7,0.4,0.889,-290.193,53.504099999999994,343.6971,642.3752572232783
8,-0.195,1.027,-32.002,99.23518006249999,131.2371800625,132.24864405933923
9,0.194,-0.6,-236.183,41.307602849599995,277.4906028496,671.7664151559138
10,0.701,-0.576,-210.34,114.02389048009996,324.36389048009994,284.47011333709014
11,0.9,-0.42,-182.353,151.29999999999998,333.653,220.5241242564442
12,1.103,0.416,-201.313,64.10808608810002,265.4210860881,414.0212292772977
13,0.237,1.285,-66.696,151.5847316561,218.2807316561,143.99915431543138
14,-0.556,0.449,-6.206,4.377329849599999,10.583329849599998,241.77592763696128
15,0.61,-0.652,-193.27,105.030181,298.300181,284.0137740979424
